original name,prefix,title,primary,secondary,suffix,number,fuller form,dates, ,source
"Pressman, Lee.",,,Pressman,Lee,,,,,,lcnaf
"Preston, Harriet N.",,,Preston,Harriet N,,,,,,lcnaf
"Prewitt, Kenneth.",,,Prewitt,Kenneth,,,,,http://id.loc.gov/authorities/names/n79093139,lcnaf
"Price, Jacob M.",,,Price,Jacob M,,,,,http://id.loc.gov/authorities/names/n80037740,lcnaf
"Price, William George.",,,Price,William George,,,,,,lcnaf
"Prichette, Kintzing.",,,Prichette,Kintzing,,,,,,lcnaf
"Priest, J. Percy.",,,Priest,J. Percy,,,,,,lcnaf
"Proud, Paul.",,,Proud,Paul,,,,,,lcnaf
"Proxmire, William.",,,Proxmire,William,,,,,http://id.loc.gov/authorities/names/n79148254,lcnaf
"Prussion, Karl.",,,Prussion,Karl,,,,,http://id.loc.gov/authorities/names/no2006011511,lcnaf
"Pugh, Mary Jo.",,,Pugh,Mary Jo,,,,,http://id.loc.gov/authorities/names/n87806265,lcnaf
"Punch, Margaret R.",,,Punch,Margaret R,,,,,,lcnaf
"Puri, J. N.",,,Puri,J. N,,,,,,lcnaf
"Pursell, Carl D.",,,Pursell,Carl D,,,,,http://id.loc.gov/authorities/names/n82139467,lcnaf
"Putnam, William.",,,Putnam,William,,,,,,lcnaf
"Pêtrequin, Odette.",,,Pêtrequin,Odette,,,,,,lcnaf
"Quaal, Ward L.",,,Quaal,Ward L,,,,,http://id.loc.gov/authorities/names/n98000152,lcnaf
"Quarry, James J.",,,Quarry,James J,,,,,,lcnaf
"Quarton, Gardner C.",,,Quarton,Gardner C,,,,,http://id.loc.gov/authorities/names/no2003041887,lcnaf
"Quinn, Robert P.",,,Quinn,Robert P,,,,,http://id.loc.gov/authorities/names/n50050565,lcnaf
"Raab, Arthur E.",,,Raab,Arthur E,,,,,,lcnaf
"Raab, Doug.",,,Raab,Doug,,,,,,lcnaf
"Raab, Harriet.",,,Raab,Harriet,,,,,,lcnaf
"Raab, Margaret Lincoln.",,,Raab,Margaret Lincoln,,,,,,lcnaf
"Rabe, David.",,,Rabe,David,,,,,http://id.loc.gov/authorities/names/n79148174,lcnaf
"Rabinovitz, Sam.",,,Rabinovitz,Sam,,,,,,lcnaf
"Rademacher, Paul.",,,Rademacher,Paul,,,,,,lcnaf
"Rademaker, John.",,,Rademaker,John,,,,,,lcnaf
"Radford, Edwin P.",,,Radford,Edwin P,,,,,,lcnaf
"Radow, Carl.",,,Radow,Carl,,,,,,lcnaf
"Radzialowski, Thaddeus Casmir.",,,Radzialowski,Thaddeus Casmir,,,,,http://id.loc.gov/authorities/names/n86021733,lcnaf
"Raff, George.",,,Raff,George,,,,,,lcnaf
"Rahilly, Joseph B.",,,Rahilly,Joseph B,,,,,,lcnaf
"Ramos, Alfredo.",,,Ramos,Alfredo,,,,,,lcnaf
"Ramos, Joóao Farias.",,,Ramos,Joóao Farias,,,,,,lcnaf
"Rand, Ayn.",,,Rand,Ayn,,,,,http://id.loc.gov/authorities/names/n50054463,lcnaf
"Randall, J. Herman.",,,Randall,J. Herman,,,,,,lcnaf
"Randall, May Muma.",,,Randall,May Muma,,,,,,lcnaf
"Randall, Mercedes.",,,Randall,Mercedes,,,,,,lcnaf
"Randall, Roswell.",,,Randall,Roswell,,,,,,lcnaf
"Randall, Sarah Geddes.",,,Randall,Sarah Geddes,,,,,,lcnaf
"Randall, William T.",,,Randall,William T,,,,,,lcnaf
"Ranger, Roy.",,,Ranger,Roy,,,,,,lcnaf
"Rannells, B. U.",,,Rannells,B. U,,,,,,lcnaf
"Ransom, Eugene A.",,,Ransom,Eugene A,,,,,,lcnaf
"Ransom, James W.",,,Ransom,James W,,,,,,lcnaf
"Rapaport, David.",,,Rapaport,David,,,,,,lcnaf
"Rasch, Charles.",,,Rasch,Charles,,,,,http://id.loc.gov/authorities/names/no92008579,lcnaf
"Rash, Ralph.",,,Rash,Ralph,,,,,,lcnaf
"Rasmussen, Martin.",,,Rasmussen,Martin,,,,,,lcnaf
"Rasmussen, Susan.",,,Rasmussen,Susan,,,,,,lcnaf
"Ratcliff, William D.",,,Ratcliff,William D,,,,,,lcnaf
"Ratigan, William.",,,Ratigan,William,,,,,http://id.loc.gov/authorities/names/no2002102185,lcnaf
"Raulet, Nais.",,,Raulet,Nais,,,,,,lcnaf
"Ravitz, Allyn.",,,Ravitz,Allyn,,,,,,lcnaf
"Raymond, J. Everett.",,,Raymond,J. Everett,,,,,,lcnaf
"Raymond, Philip.",,,Raymond,Philip,,,,,,lcnaf
"Re, Vittorio.",,,Re,Vittorio,,,,,,lcnaf
"Read, Carrie.",,,Read,Carrie,,,,,,lcnaf
"Read, E. Mabel.",,,Read,E. Mabel,,,,,,lcnaf
"Reagan, Ronald.",,,Reagan,Ronald,,,,,http://id.loc.gov/authorities/names/n79059562,lcnaf
"Redman, Edward H.",,,Redman,Edward H,,,,,,lcnaf
"Redstone, Louis G.",,,Redstone,Louis G,,,,,http://id.loc.gov/authorities/names/n79108363,lcnaf
"Reed, Beth Glover.",,,Reed,Beth Glover,,,,,http://id.loc.gov/authorities/names/n82014507,lcnaf
"Reed, Stanley F.",,,Reed,Stanley F,,,,,,lcnaf
"Rees, Paul S. (Paul Stromberg)",,,Rees,Paul S.,,,Paul Stromberg,,http://id.loc.gov/authorities/names/no89018482,lcnaf
"Rees, Seth Cook.",,,Rees,Seth Cook,,,,,http://id.loc.gov/authorities/names/n84035148,lcnaf
"Reichert, Christine John.",,,Reichert,Christine John,,,,,,lcnaf
"Reichle, Lewis.",,,Reichle,Lewis,,,,,,lcnaf
"Reid, Clarence A.",,,Reid,Clarence A,,,,,,lcnaf
"Reid, Doris.",,,Reid,Doris,,,,,,lcnaf
"Reid, Lloyd B.",,,Reid,Lloyd B,,,,,,lcnaf
"Reilly, Lawrence.",,,Reilly,Lawrence,,,,,,lcnaf
"Reimann, Irving G.",,,Reimann,Irving G,,,,,,lcnaf
"Reimann, Lewis Charles.",,,Reimann,Lewis Charles,,,,,http://id.loc.gov/authorities/names/n82013421,lcnaf
"Reisler, Joseph T.",,,Reisler,Joseph T,,,,,,lcnaf
"Remington, Richard D.",,,Remington,Richard D,,,,,http://id.loc.gov/authorities/names/n80020715,lcnaf
"Remley, Frederick.",,,Remley,Frederick,,,,,,lcnaf
"Repucci, Shirine M.",,,Repucci,Shirine M,,,,,,lcnaf
"Reule, Frieda Illi.",,,Reule,Frieda Illi,,,,,,lcnaf
"Reunes, Aris.",,,Reunes,Aris,,,,,,lcnaf
"Reyes, Linda.",,,Reyes,Linda,,,,,,lcnaf
"Reynolds, Barbara.",,,Reynolds,Barbara,,,,,,lcnaf
"Reynolds, Fred.",,,Reynolds,Fred,,,,,,lcnaf
"Reynolds, Harrison G.",,,Reynolds,Harrison G,,,,,,lcnaf
"Rhodes, Frank Harold Trevor.",,,Rhodes,Frank Harold Trevor,,,,,http://id.loc.gov/authorities/names/n50044852,lcnaf
"Rice, Allen B.",,,Rice,Allen B,,,,,,lcnaf
Richard I. Ford,,,Ford,Richard I.,,,,,,lcnaf
"Richards, Russell.",,,Richards,Russell,,,,,,lcnaf
"Rickover, Hyman George.",,,Rickover,Hyman George,,,,,http://id.loc.gov/authorities/names/n50045673,lcnaf
"Riegel, John W.",,,Riegel,John W,,,,,http://id.loc.gov/authorities/names/nr91018407,lcnaf
"Riegel, Klaus F.",,,Riegel,Klaus F,,,,,http://id.loc.gov/authorities/names/n50044244,lcnaf
"Riegel, Ruth.",,,Riegel,Ruth,,,,,,lcnaf
"Rifkin, Jeremy.",,,Rifkin,Jeremy,,,,,http://id.loc.gov/authorities/names/n77020051,lcnaf
"Riggs, Donald E.",,,Riggs,Donald E,,,,,http://id.loc.gov/authorities/names/n82017079,lcnaf
"Riley, Thomas.",,,Riley,Thomas,,,,,,lcnaf
"Rindge, Warren.",,,Rindge,Warren,,,,,,lcnaf
"Ringo, Ernest Richard.",,,Ringo,Ernest Richard,,,,,,lcnaf
"Rinsey, Ina Alexander.",,,Rinsey,Ina Alexander,,,,,,lcnaf
"Riordan, C.E.",,,Riordan,C.E,,,,,,lcnaf
"Rivera, R.",,,Rivera,R,,,,,,lcnaf
"Rivers, Lynn N.",,,Rivers,Lynn N,,,,,,lcnaf
"Roberts, Carmen A.",,,Roberts,Carmen A,,,,,,lcnaf
"Roberts, Helen Martindale.",,,Roberts,Helen Martindale,,,,,,lcnaf
"Roberts, Roy.",,,Roberts,Roy,,,,,,lcnaf
"Roberts, Thomas Brockway.",,,Roberts,Thomas Brockway,,,,,,lcnaf
"Robertson, Charles.",,,Robertson,Charles,,,,,,lcnaf
"Robertson, Pat.",,,Robertson,Pat,,,,,,lcnaf
"Robeson, Kathryn A.",,,Robeson,Kathryn A,,,,,,lcnaf
"Robins, F. George.",,,Robins,F. George,,,,,,lcnaf
"Robinson, C. J.",,,Robinson,C. J,,,,,,lcnaf
"Robinson, Dolly Lowther.",,,Robinson,Dolly Lowther,,,,,,lcnaf
"Rockefeller, Laurance Spelman.",,,Rockefeller,Laurance Spelman,,,,,,lcnaf
"Rockey, Keller E.",,,Rockey,Keller E,,,,,,lcnaf
"Rodgers, Curtis E.",,,Rodgers,Curtis E,,,,,,lcnaf
"Rodgers, Patricia.",,,Rodgers,Patricia,,,,,,lcnaf
"Rogers, Lindbergh.",,,Rogers,Lindbergh,,,,,,lcnaf
"Rogers, Vivian.",,,Rogers,Vivian,,,,,,lcnaf
"Roijen, J. H. van (Jan Herman)",,,Roijen,J. H. van,,,Jan Herman,,,lcnaf
"Rolland, Ivan.",,,Rolland,Ivan,,,,,,lcnaf
"Rominger, Julia.",,,Rominger,Julia,,,,,,lcnaf
"Romney, Lenore LaFount.",,,Romney,Lenore LaFount,,,,,,lcnaf
"Romney, Mitt.",,,Romney,Mitt,,,,,http://id.loc.gov/authorities/names/nr95017857,lcnaf
"Roosevelt, Amy.",,,Roosevelt,Amy,,,,,,lcnaf
"Roosevelt, Anna Curtenius.",,,Roosevelt,Anna Curtenius,,,,,http://id.loc.gov/authorities/names/n79115057,lcnaf
"Roosevelt, G. Hall.",,,Roosevelt,G. Hall,,,,,,lcnaf
"Roosevelt, Janet.",,,Roosevelt,Janet,,,,,,lcnaf
"Roper, Daniel C.",,,Roper,Daniel C,,,,,,lcnaf
"Roper, Richard F.",,,Roper,Richard F,,,,,,lcnaf
"Ross, Linda.",,,Ross,Linda,,,,,,lcnaf
"Ross, Robert.",,,Ross,Robert,,,,,,lcnaf
"Ross, Solomon David.",,,Ross,Solomon David,,,,,,lcnaf
"Roth, Fred G.",,,Roth,Fred G,,,,,,lcnaf
"Roth, Stephen J.",,,Roth,Stephen J,,,,,http://id.loc.gov/authorities/names/n87815580,lcnaf
"Rothman, Ruth Kahn.",,,Rothman,Ruth Kahn,,,,,,lcnaf
"Rouse, Steve.",,,Rouse,Steve,,,,,http://id.loc.gov/authorities/names/n96053461,lcnaf
"Rousselot, John H.",,,Rousselot,John H,,,,,http://id.loc.gov/authorities/names/n88172289,lcnaf
"Rowe, Carrie Jackson.",,,Rowe,Carrie Jackson,,,,,,lcnaf
"Rowe, Grant.",,,Rowe,Grant,,,,,,lcnaf
"Rowe, Stuart H.",,,Rowe,Stuart H,,,,,,lcnaf
"Rowry, Ezra.",,,Rowry,Ezra,,,,,,lcnaf
"Roxas, Manuel.",,,Roxas,Manuel,,,,,,lcnaf
"Royce, Ceswell.",,,Royce,Ceswell,,,,,,lcnaf
"Royce, Lewis.",,,Royce,Lewis,,,,,,lcnaf
"Rubin, Gayle.",,,Rubin,Gayle,,,,,,lcnaf
"Rubin, Jerry.",,,Rubin,Jerry,,,,,http://id.loc.gov/authorities/names/n50022680,lcnaf
"Rucknagel, Donald L.",,,Rucknagel,Donald L,,,,,http://id.loc.gov/authorities/names/n85279418,lcnaf
"Rugen, Mabel E.",,,Rugen,Mabel E,,,,,http://id.loc.gov/authorities/names/n88634323,lcnaf
"Rugg, Winnifred King.",,,Rugg,Winnifred King,,,,,http://id.loc.gov/authorities/names/n95008727,lcnaf
"Ruggles, Glenn.",,,Ruggles,Glenn,,,,,http://id.loc.gov/authorities/names/n85814321,lcnaf
"Ruhl, H. D.",,,Ruhl,H. D,,,,,,lcnaf
"Rupert, Hoover.",,,Rupert,Hoover,,,,,,lcnaf
"Ruppe, Philip E.",,,Ruppe,Philip E,,,,,,lcnaf
"Rusch, Wilbert H.",,,Rusch,Wilbert H,,,,,,lcnaf
"Rushdie, Salman.",,,Rushdie,Salman,,,,,http://id.loc.gov/authorities/names/n80146294,lcnaf
"Rushdie, Salman.Satanic verses.",,,Rushdie,Salman.Satanic verses,,,,,,lcnaf
"Russell, Anton.",,,Russell,Anton,,,,,,lcnaf
"Russell, Carl A.",,,Russell,Carl A,,,,,,lcnaf
"Russell, Diarmuid.",,,Russell,Diarmuid,,,,,,lcnaf
"Russell, Dorothy.",,,Russell,Dorothy,,,,,,lcnaf
"Russell, Joseph A.",,,Russell,Joseph A,,,,,,lcnaf
"Russell, Kathleen.",,,Russell,Kathleen,,,,,,lcnaf
"Ruswick, Frank.",,,Ruswick,Frank,,,,,,lcnaf
"Röosch, Jean.",,,Röosch,Jean,,,,,,lcnaf
"Sacks, Andrew",,,Sacks,Andrew,,,,,,lcnaf
"Sadr, Mūsá.",,,Sadr,Mūsá,,,,,,lcnaf
"Sadrach, Johnny.",,,Sadrach,Johnny,,,,,,lcnaf
"Sadrack, Johnny.",,,Sadrack,Johnny,,,,,http://id.loc.gov/authorities/names/no2006048140,lcnaf
"Sager, Herb.",,,Sager,Herb,,,,,,lcnaf
"Said, Edward W.",,,Said,Edward W,,,,,http://id.loc.gov/authorities/names/n79054179,lcnaf
"Saier, Edward Herbert.",,,Saier,Edward Herbert,,,,,,lcnaf
"Sakata, Koshiro.",,,Sakata,Koshiro,,,,,,lcnaf
"Salchow, Hugo K.",,,Salchow,Hugo K,,,,,,lcnaf
"Sales, Soupy.",,,Sales,Soupy,,,,,http://id.loc.gov/authorities/names/n86006004,lcnaf
"Salinger, Pierre.",,,Salinger,Pierre,,,,,http://id.loc.gov/authorities/names/n50016587,lcnaf
"Sample, S. W.",,,Sample,S. W,,,,,,lcnaf
"Sana, Josephine M.",,,Sana,Josephine M,,,,,http://id.loc.gov/authorities/names/n82118552,lcnaf
"Sanderson, Harvey.",,,Sanderson,Harvey,,,,,,lcnaf
"Sandler, Bernice Resnick.",,,Sandler,Bernice Resnick,,,,,http://id.loc.gov/authorities/names/n80048340,lcnaf
"Sands, Richard H.",,,Sands,Richard H,,,,,,lcnaf
"Sano, Joseph K.",,,Sano,Joseph K,,,,,,lcnaf
"Santos, Beinvenido N.",,,Santos,Beinvenido N,,,,,,lcnaf
"Sareini, Suzanne.",,,Sareini,Suzanne,,,,,,lcnaf
"Sargeant, Ellen Maude.",,,Sargeant,Ellen Maude,,,,,,lcnaf
"Sargent, Francis.",,,Sargent,Francis,,,,,,lcnaf
"Sarri, Rosemary C.",,,Sarri,Rosemary C,,,,,http://id.loc.gov/authorities/names/n50015596,lcnaf
"Satterthwaite, Joseph C.",,,Satterthwaite,Joseph C,,,,,,lcnaf
"Satterthwaite, Leroy.",,,Satterthwaite,Leroy,,,,,,lcnaf
"Saunders, Ed.",,,Saunders,Ed,,,,,,lcnaf
"Savery, Asahel.",,,Savery,Asahel,,,,,,lcnaf
"Sawyer, Ernie H.",,,Sawyer,Ernie H,,,,,,lcnaf
"Sawyer, H. E.",,,Sawyer,H. E,,,,,,lcnaf
"Sawyer, Jenny Toll.",,,Sawyer,Jenny Toll,,,,,,lcnaf
"Sax, Joseph L.",,,Sax,Joseph L,,,,,,lcnaf
"Saxton, Frieda.",,,Saxton,Frieda,,,,,,lcnaf
"Schaadt, Leonard A.",,,Schaadt,Leonard A,,,,,,lcnaf
"Schade, Clay Grimshaw.",,,Schade,Clay Grimshaw,,,,,,lcnaf
"Schaeffer, Mary F.",,,Schaeffer,Mary F,,,,,,lcnaf
"Schembechler, Bo.",,,Schembechler,Bo,,,,,http://id.loc.gov/authorities/names/n50082736,lcnaf
"Schettlerly, Henry R.",,,Schettlerly,Henry R,,,,,,lcnaf
"Scheu, Clarence G.",,,Scheu,Clarence G,,,,,,lcnaf
"Schickedanz, Forrest.",,,Schickedanz,Forrest,,,,,,lcnaf
"Schim, Stephanie Myers--Leadership experiences of elder community health nurse leaders in Michigan.",,,Schim,Stephanie Myers,,,,,,lcnaf
"Schim, Stephanie Myers.",,,Schim,Stephanie Myers,,,,,,lcnaf
"Schipper, Howard D.",,,Schipper,Howard D,,,,,,lcnaf
"Schlafly, Fred.",,,Schlafly,Fred,,,,,,lcnaf
"Schlafly, Phyllis.",,,Schlafly,Phyllis,,,,,http://id.loc.gov/authorities/names/n79094543,lcnaf
"Schlanderer, Frances Knapp.",,,Schlanderer,Frances Knapp,,,,,,lcnaf
"Schlenker, Martin.",,,Schlenker,Martin,,,,,,lcnaf
"Schmeling, Evans S.",,,Schmeling,Evans S,,,,,,lcnaf
"Schoenbrun, David.",,,Schoenbrun,David,,,,,http://id.loc.gov/authorities/names/n79116426,lcnaf
"Schoening, Robert W.",,,Schoening,Robert W,,,,,,lcnaf
"Schoolcraft, James L.",,,Schoolcraft,James L,,,,,,lcnaf
"Schoonmaker, Augustus.",,,Schoonmaker,Augustus,,,,,,lcnaf
"Schorger, William D.",,,Schorger,William D,,,,,,lcnaf
"Schrecker, Ellen.",,,Schrecker,Ellen,,,,,http://id.loc.gov/authorities/names/n83201660,lcnaf
"Schreiber, Allan.",,,Schreiber,Allan,,,,,,lcnaf
"Schreiber, Nicholas.",,,Schreiber,Nicholas,,,,,,lcnaf
"Schriever, Bernard A.",,,Schriever,Bernard A,,,,,http://id.loc.gov/authorities/names/n78090727,lcnaf
"Schulberg, Budd.",,,Schulberg,Budd,,,,,http://id.loc.gov/authorities/names/n79045099,lcnaf
"Schuler, Hans.",,,Schuler,Hans,,,,,,lcnaf
"Schuler, Win.",,,Schuler,Win,,,,,,lcnaf
"Schulz, Charles M.",,,Schulz,Charles M,,,,,,lcnaf
"Schumacher, Hazen J.",,,Schumacher,Hazen J,,,,,,lcnaf
"Schuman, Howard.",,,Schuman,Howard,,,,,,lcnaf
"Schwab, Fred E.",,,Schwab,Fred E,,,,,,lcnaf
"Schwartz-Buys, E.",,,Schwartz-Buys,E,,,,,,lcnaf
"Schwarz, John J. H.",,,Schwarz,John J. H,,,,,,lcnaf
"Schwenk, Thomas L.",,,Schwenk,Thomas L,,,,,http://id.loc.gov/authorities/names/n84185378,lcnaf
"Scott, Fred Newton",,,Scott,Fred Newton,,,,,,lcnaf
"Scott, Georgia Jackson.",,,Scott,Georgia Jackson,,,,,,lcnaf
"Scott, Jessie.",,,Scott,Jessie,,,,,,lcnaf
"Scott, John A.",,,Scott,John A,,,,,,lcnaf
"Scott, S. Morley.",,,Scott,S. Morley,,,,,,lcnaf
"Scott, Walter Quincy.",,,Scott,Walter Quincy,,,,,,lcnaf
"Scranton, Myron W.",,,Scranton,Myron W,,,,,,lcnaf
"Searing, Sarah.",,,Searing,Sarah,,,,,,lcnaf
"Sears, John.",,,Sears,John,,,,,,lcnaf
"Sebastian, James R.",,,Sebastian,James R,,,,,,lcnaf
"Sedler, Robert Allen.",,,Sedler,Robert Allen,,,,,http://id.loc.gov/authorities/names/n85363475,lcnaf
"Seeley, Halstead H.",,,Seeley,Halstead H,,,,,,lcnaf
"Seger, Bob.",,,Seger,Bob,,,,,http://id.loc.gov/authorities/names/n87103554,lcnaf
"Segura, Manuel F.",,,Segura,Manuel F,,,,,http://id.loc.gov/authorities/names/n96901857,lcnaf
"Sellars, Helen Maud.",,,Sellars,Helen Maud,,,,,,lcnaf
"Serra, Rudy.",,,Serra,Rudy,,,,,,lcnaf
"Sewell, John.",,,Sewell,John,,,,,,lcnaf
"Sexton, Kripp.",,,Sexton,Kripp,,,,,,lcnaf
"Sexton, Mary.",,,Sexton,Mary,,,,,,lcnaf
"Seymour, James.",,,Seymour,James,,,,,,lcnaf
"Shaeberle, John Martin.",,,Shaeberle,John Martin,,,,,,lcnaf
"Shafer, John C.",,,Shafer,John C,,,,,,lcnaf
"Shaffer, Leo D.",,,Shaffer,Leo D,,,,,,lcnaf
"Shafroth, Morrison.",,,Shafroth,Morrison,,,,,,lcnaf
"Shapiro, Rose.",,,Shapiro,Rose,,,,,http://id.loc.gov/authorities/names/n87905027,lcnaf
"Shapiro, Samuel.",,,Shapiro,Samuel,,,,,,lcnaf
"Shapiro, Vivian.",,,Shapiro,Vivian,,,,,http://id.loc.gov/authorities/names/nr91008213,lcnaf
"Sharp, Alexander Jefferson.",,,Sharp,Alexander Jefferson,,,,,,lcnaf
"Sharpe, Richard Bowdler.",,,Sharpe,Richard Bowdler,,,,,,lcnaf
"Shaw, Paula A.",,,Shaw,Paula A,,,,,,lcnaf
"Sheed, Wilfred.",,,Sheed,Wilfred,,,,,,lcnaf
"Shelly, Edna.",,,Shelly,Edna,,,,,,lcnaf
"Shelly, Florence.",,,Shelly,Florence,,,,,,lcnaf
"Shelly, Paul.",,,Shelly,Paul,,,,,,lcnaf
"Shelly, Will.",,,Shelly,Will,,,,,,lcnaf
"Sheng, Bright.",,,Sheng,Bright,,,,,,lcnaf
"Shepherd, Clara Sargent.",,,Shepherd,Clara Sargent,,,,,,lcnaf
"Shepherd, George W.",,,Shepherd,George W,,,,,http://id.loc.gov/authorities/names/n50023039,lcnaf
"Sherlock, Robert Henry.",,,Sherlock,Robert Henry,,,,,,lcnaf
"Sherwood, Benjamin West.",,,Sherwood,Benjamin West,,,,,,lcnaf
"Sherzer, Allen F.",,,Sherzer,Allen F,,,,,,lcnaf
"Shetland, Margaret L.",,,Shetland,Margaret L,,,,,http://id.loc.gov/authorities/names/n2003088652,lcnaf
"Shettler, Reuben.",,,Shettler,Reuben,,,,,,lcnaf
"Shiel, Francis C.",,,Shiel,Francis C,,,,,,lcnaf
"Shields, Francis J.",,,Shields,Francis J,,,,,,lcnaf
"Shirley, Joseph W.",,,Shirley,Joseph W,,,,,http://id.loc.gov/authorities/names/no2007035515,lcnaf
"Shortridge, Kathy.",,,Shortridge,Kathy,,,,,,lcnaf
"Shortt, James.",,,Shortt,James,,,,,http://id.loc.gov/authorities/names/n85110541,lcnaf
"Showers, Paul.",,,Showers,Paul,,,,,http://id.loc.gov/authorities/names/n50025900,lcnaf
"Shrewsbury, Gary.",,,Shrewsbury,Gary,,,,,,lcnaf
"Shurly, E. R. P.",,,Shurly,E. R. P,,,,,,lcnaf
"Sibley, James B.",,,Sibley,James B,,,,,,lcnaf
"Sibley, Joseph.",,,Sibley,Joseph,,,,,,lcnaf
"Sicko, Dan.",,,Sicko,Dan,,,,,http://id.loc.gov/authorities/names/n99005116,lcnaf
"Siegrist, Bob.",,,Siegrist,Bob,,,,,,lcnaf
"Sifferath, N. L.",,,Sifferath,N. L,,,,,,lcnaf
"Siglin, Dave.",,,Siglin,Dave,,,,,,lcnaf
"Sikkema, Henry.",,,Sikkema,Henry,,,,,,lcnaf
"Simons, Charles S.",,,Simons,Charles S,,,,,,lcnaf
"Sinclair, Daniel.",,,Sinclair,Daniel,,,,,,lcnaf
"Sinclair, Leni.",,,Sinclair,Leni,,,,,http://id.loc.gov/authorities/names/n88679798,lcnaf
"Sinclair, Mary P.",,,Sinclair,Mary P,,,,,,lcnaf
"Sinclair, May.",,,Sinclair,May,,,,,http://id.loc.gov/authorities/names/n50023565,lcnaf
"Sinclair, William.",,,Sinclair,William,,,,,,lcnaf
"Singer, Dorothea Waley.",,,Singer,Dorothea Waley,,,,,,lcnaf
"Singer, Emily K.--University of Michigan Learning disabilities handbook for students, faculty and administration, 1991.",,,Singer,Emily K,,,,,,lcnaf
"Sink, Alva Joanna Gordon.",,,Sink,Alva Joanna Gordon,,,,,,lcnaf
"Sittler, Edward L.",,,Sittler,Edward L,,,,,,lcnaf
"Skellenger, Kenneth A.",,,Skellenger,Kenneth A,,,,,,lcnaf
"Skousen, Cleon.",,,Skousen,Cleon,,,,,,lcnaf
"Slater, Kenneth.",,,Slater,Kenneth,,,,,,lcnaf
"Slayton, Helen Elizabeth.",,,Slayton,Helen Elizabeth,,,,,,lcnaf
"Slayton, Julia A.",,,Slayton,Julia A,,,,,,lcnaf
"Slayton, William H.",,,Slayton,William H,,,,,,lcnaf
"Sloan, Herbert.",,,Sloan,Herbert,,,,,,lcnaf
"Slottow, Timothy P.",,,Slottow,Timothy P,,,,,,lcnaf
"Sluis, Jost.",,,Sluis,Jost,,,,,,lcnaf
"Small, Irwin A.",,,Small,Irwin A,,,,,,lcnaf
"Smathers, William H.",,,Smathers,William H,,,,,,lcnaf
"Smelser, Neil J.",,,Smelser,Neil J,,,,,,lcnaf
"Smiley, Monica.",,,Smiley,Monica,,,,,,lcnaf
"Smith, Alene.",,,Smith,Alene,,,,,,lcnaf
"Smith, Christine Shoecraft.",,,Smith,Christine Shoecraft,,,,,,lcnaf
"Smith, Clyde.",,,Smith,Clyde,,,,,,lcnaf
"Smith, Dalene.",,,Smith,Dalene,,,,,,lcnaf
"Smith, Dennis V.",,,Smith,Dennis V,,,,,,lcnaf
"Smith, Doris Ann.",,,Smith,Doris Ann,,,,,,lcnaf
"Smith, Elna M.",,,Smith,Elna M,,,,,http://id.loc.gov/authorities/names/n86822868,lcnaf
"Smith, Emerson R.",,,Smith,Emerson R,,,,,,lcnaf
"Smith, Frederick.",,,Smith,Frederick,,,,,,lcnaf
"Smith, Glanville.",,,Smith,Glanville,,,,,,lcnaf
"Smith, Goff.",,,Smith,Goff,,,,,,lcnaf
"Smith, Gordon W.",,,Smith,Gordon W,,,,,,lcnaf
"Smith, Grace.",,,Smith,Grace,,,,,,lcnaf
"Smith, Harold J.",,,Smith,Harold J,,,,,,lcnaf
"Smith, Hazel Littlefield.",,,Smith,Hazel Littlefield,,,,,,lcnaf
"Smith, Henry D.",,,Smith,Henry D,,,,,,lcnaf
"Smith, Humphrey Henry Howland Crapo.",,,Smith,Humphrey Henry Howland Crapo,,,,,,lcnaf
"Smith, James Fairbairn.",,,Smith,James Fairbairn,,,,,http://id.loc.gov/authorities/names/no2007090079,lcnaf
"Smith, Jim.",,,Smith,Jim,,,,,,lcnaf
"Smith, L. Z.",,,Smith,L. Z,,,,,,lcnaf
"Smith, Lucy Ann.",,,Smith,Lucy Ann,,,,,,lcnaf
"Smith, Mark W.",,,Smith,Mark W,,,,,,lcnaf
"Smith, Pringle.",,,Smith,Pringle,,,,,,lcnaf
"Smith, Robert R.",,,Smith,Robert R,,,,,,lcnaf
"Smith, Roberta Holland.",,,Smith,Roberta Holland,,,,,,lcnaf
"Smith, Russell Andrew.",,,Smith,Russell Andrew,,,,,http://id.loc.gov/authorities/names/n79111485,lcnaf
"Smith, Sara Browne.",,,Smith,Sara Browne,,,,,,lcnaf
"Smith, Talbot.",,,Smith,Talbot,,,,,,lcnaf
"Smits, Lee J.",,,Smits,Lee J,,,,,,lcnaf
"Snyder, George.",,,Snyder,George,,,,,,lcnaf
"So, Sara Armstrong.",,,So,Sara Armstrong,,,,,,lcnaf
"Sobel, Morton J.",,,Sobel,Morton J,,,,,,lcnaf
"Solana, Javier.",,,Solana,Javier,,,,,http://id.loc.gov/authorities/names/no2005088047,lcnaf
"Solomis, Alexis.",,,Solomis,Alexis,,,,,,lcnaf
"Solomon, Samuel R.",,,Solomon,Samuel R,,,,,,lcnaf
"Sorensen, Theodore C.",,,Sorensen,Theodore C,,,,,http://id.loc.gov/authorities/names/n50014125,lcnaf
"Sorenson, Theodore C.",,,Sorenson,Theodore C,,,,,,lcnaf
"Sosnowksi, John B.",,,Sosnowksi,John B,,,,,,lcnaf
